identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;departement;localite;pays;wgs84;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;bornes_de_rechargement_moneo;affranchissement_libre_service;distributeur_pret_a_poster;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_presence_d_une_bande_de_guidage_au_sol
17237A;PANTIN QUATRE CHEMINS;Bureau de poste;64 AVENUE EDOUARD VAILLANT;;;93500;93;PANTIN;FRANCE;48.90266, 2.393152;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
17244A;MONTREUIL BOISSIERE BP;Bureau de poste;108 BOULEVARD DE LA BOISSIERE;;;93100;93;MONTREUIL;FRANCE;48.877797, 2.458788;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17248A;AUBERVILLIERS MONTFORT;Bureau de poste;166 RUE DANIELLE CASANOVA;CENTRE COMMERCIAL EMILE DUBOIS;;93300;93;AUBERVILLIERS;FRANCE;48.914797, 2.403078;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui
17249A;EPINAY SUR SEINE PAL BP;Bureau de poste;177 AVENUE DE LA REPUBLIQUE;;;93800;93;EPINAY SUR SEINE;FRANCE;48.949594, 2.330956;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17255A;SAINT OUEN PRINCIPAL BP;Bureau de poste;6 RUE DU MOUTIER;;;93400;93;ST OUEN;FRANCE;48.918194, 2.332078;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
17265A;BONDY MAINGUY BP;Bureau de poste;32 RUE JEAN JAURES;;;93140;93;BONDY;FRANCE;48.900399, 2.476412;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17286A;AULNAY SOUS BOIS PARINOR BP;Bureau de poste;CENTRE COMMERCIAL PARINOR;;;93600;93;AULNAY SOUS BOIS;FRANCE;48.955597, 2.476261;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17290A;SEVRAN BEAUDOTTES BP;Bureau de poste;21 AVENUE RAOUL DAUTRY;;;93270;93;SEVRAN;FRANCE;48.947892, 2.524936;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17292A;ABLON SUR SEINE BP;Bureau de poste;40 RUE DU BAC;;;94480;94;ABLON SUR SEINE;FRANCE;48.724094, 2.418527;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17293A;ALFORTVILLE PRINCIPAL;Bureau de poste;PLACE SALVADOR ALLENDE;;;94140;94;ALFORTVILLE;FRANCE;48.8049, 2.415307;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
17298A;CACHAN PRINCIPAL;Bureau de poste;3 RUE CAMILLE DESMOULINS;;;94230;94;CACHAN;FRANCE;48.794293, 2.335001;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17301A;CHENNEVIERES SUR MARNE;Bureau de poste;9 AVENUE DU MARECHAL LECLERC;;;94430;94;CHENNEVIERES SUR MARNE;FRANCE;48.796497, 2.531939;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17308A;FONTENAY SOUS BOIS PRINCIPAL;Bureau de poste;30 RUE GUERIN LEROUX;;;94120;94;FONTENAY SOUS BOIS;FRANCE;48.849298, 2.475308;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui
17309A;FRESNES;Bureau de poste;1 BOULEVARD JEAN JAURES;;;94260;94;FRESNES;FRANCE;48.754592, 2.320349;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
17313A;IVRY SUR SEINE PRINCIPAL;Bureau de poste;134 AVENUE DANIELLE CASANOVA;;;94200;94;IVRY SUR SEINE;FRANCE;48.813994, 2.384211;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui
17316A;LIMEIL BREVANNES BP;Bureau de poste;6 BIS AVENUE DE VERDUN;;;94450;94;LIMEIL BREVANNES;FRANCE;48.751399, 2.48535;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Oui
17388A;NOGENT LECLERC BP;Bureau de poste;6 GRANDE RUE CHARLES DE GAULLE;;;94130;94;NOGENT SUR MARNE;FRANCE;48.835296, 2.474427;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17390A;VILLENEUVE ST GEORGES LECLERC BP;Bureau de poste;169 AV DE LA DIVISION LECLERC;;;94190;94;VILLENEUVE ST GEORGES;FRANCE;48.740969, 2.456958;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17392A;CHAMPIGNY REPUBLIQUE BP;Bureau de poste;95 AVENUE DE LA REPUBLIQUE;;;94500;94;CHAMPIGNY SUR MARNE;FRANCE;48.823593, 2.51014;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17397A;VITRY PETIT VITRY;Bureau de poste;AVENUE DU 8 MAI 1945;;;94400;94;VITRY SUR SEINE;FRANCE;48.784596, 2.400056;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Oui
17402A;CHENNEVIERES RABELAIS BP;Bureau de poste;5 RUE RABELAIS;;;94430;94;CHENNEVIERES SUR MARNE;FRANCE;48.803194, 2.552196;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17403A;CRETEIL PALAIS;Bureau de poste;2 ALLEE PARMENTIER;;;94000;94;CRETEIL;FRANCE;48.787196, 2.446578;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui
17404A;CRETEIL LAC;Bureau de poste;3 PLACE SALVADOR ALLENDE;;;94000;94;CRETEIL;FRANCE;48.777894, 2.45499;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui
17407A;SAINT LEU LES DIABLOTS BP;Bureau de poste;62 RUE DE VERDUN;;;95320;95;ST LEU LA FORET;FRANCE;49.010699, 2.238397;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17408A;PUISEUX EN FRANCE AP;Agence postale;PLACE JEAN MOULIN;MAIRIE DE PUISEUX EN FRANCE;;95380;95;PUISEUX EN FRANCE;FRANCE;49.056896, 2.501145;Géocodé au milieu de la rue;134726894;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17413A;ARGENTEUIL UTRILLO;Bureau de poste;104 AVENUE MAURICE UTRILLO;;;95100;95;ARGENTEUIL;FRANCE;48.946899, 2.233648;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Oui
17418A;ASNIERES SUR OISE BP;Bureau de poste;16 RUE PIERRE BROSSOLETTE;;;95270;95;ASNIERES SUR OISE;FRANCE;49.132298, 2.356007;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non
17441A;CHARS AP;Agence postale;2 RUE DE GISORS;;;95750;95;CHARS;FRANCE;49.160489, 1.935932;Géocodé au numéro;130399120;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17442A;CORMEILLES EN PARISIS;Bureau de poste;30 AVENUE FOCH;;;95240;95;CORMEILLES EN PARISIS;FRANCE;48.971296, 2.196839;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
17448A;ENGHIEN LES BAINS;Bureau de poste;1 RUE DE MORA;;;95880;95;ENGHIEN LES BAINS;FRANCE;48.969596, 2.308199;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui
17455A;FRANCONVILLE;Bureau de poste;20 BOULEVARD MAURICE BERTEAUX;;;95130;95;FRANCONVILLE LA GARENNE;FRANCE;48.986697, 2.228967;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
17460A;GOUSSAINVILLE;Bureau de poste;23 RUE DE LA REPUBLIQUE;;;95190;95;GOUSSAINVILLE;FRANCE;49.033993, 2.47024;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui
17476A;MONTIGNY LES CORMEILLES;Bureau de poste;1 AVENUE ARISTIDE MAILLOL;;;95370;95;MONTIGNY LES CORMEILLES;FRANCE;48.996098, 2.199004;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
17480A;MONTSOULT BP;Bureau de poste;63 AVENUE FERNAND FOURCADE;;;95560;95;MONTSOULT;FRANCE;49.069928, 2.314749;Géocodé au numéro;3631;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17482A;OSNY;Bureau de poste;PLACE DES IMPRESSIONNISTES;;;95520;95;OSNY;FRANCE;49.060699, 2.061237;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
17483A;PARMAIN BP;Bureau de poste;7 PLACE GEORGES CLEMENCEAU;;;95620;95;PARMAIN;FRANCE;49.114494, 2.209098;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
17485A;PIERRELAYE BP;Bureau de poste;15 RUE JEAN JAURES;;;95480;95;PIERRELAYE;FRANCE;49.022082, 2.152247;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
17490A;ROISSY EN FRANCE VILLAGE;Bureau de poste;7 PLACE DU PAYS DE FRANCE;;;95700;95;ROISSY EN FRANCE;FRANCE;49.004396, 2.515457;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17496A;SAINT OUEN L'AUMONE;Bureau de poste;ALLEE DE FANO;;;95310;95;ST OUEN L AUMONE;FRANCE;49.044492, 2.105518;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
17500A;SOISY SOUS MONTMORENCY;Bureau de poste;12 AVENUE DU GENERAL DE GAULLE;;;95230;95;SOISY SOUS MONTMORENCY;FRANCE;48.985895, 2.299725;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui
17506A;VAUREAL;Bureau de poste;30 MAIL MENDES FRANCE;;;95490;95;VAUREAL;FRANCE;49.022896, 2.028767;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Oui
17508A;VETHEUIL;Bureau de poste;10 PLACE DE LA MAIRIE;;;95510;95;VETHEUIL;FRANCE;49.062975, 1.701412;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17509A;VIARMES BP;Bureau de poste;1 B RUE KLEINPETER;;;95270;95;VIARMES;FRANCE;49.127191, 2.370299;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17527A;MONTMAGNY LES SABLONS BP;Bureau de poste;15 RUE CLAUDE DEBUSSY;CENTRE COMMERCIAL;;95360;95;MONTMAGNY;FRANCE;48.963075, 2.337588;Géocodé au numéro;3631;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
17544A;SARCELLES CHOLETTES;Bureau de poste;5 PLACE JEAN MOULIN;;;95200;95;SARCELLES;FRANCE;48.976692, 2.375717;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17546A;ROISSY  AEROPORT CHARLES DE GAULLE;Bureau de poste;19 RUE DES TERRES NOIRES;FRET 2;;93290;93;TREMBLAY EN FRANCE;FRANCE;48.990695, 2.507107;Géocodé au centre de la commune;3631;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
17547A;ERMONT BP;Bureau de poste;4 RUE DEGAS;CITE DES CHENES;;95120;95;ERMONT;FRANCE;48.996297, 2.255619;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
17554A;PONTOISE RUE DE ROUEN BP;Bureau de poste;83 RUE DE ROUEN;;;95300;95;PONTOISE;FRANCE;49.04851, 2.083708;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Oui
17558A;ERMONT RODIN BP;Bureau de poste;8 MAIL AUGUSTE RODIN;QUARTIER DES PASSERELLES;;95120;95;ERMONT;FRANCE;48.982494, 2.243667;Géocodé au milieu d un îlot;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
18171B;AQUALOGIA AP;Relais poste commerçant;29 AVENUE DE SAVOIE;;;78140;78;VELIZY VILLACOUBLAY;FRANCE;48.78367, 2.170469;Géocodé au numéro;139466498;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
20192B;LE CAPPUCCINO AP;Relais poste commerçant;2 RUE DE LA CROIX BLANCHE;LE CAPPUCCINO;;77370;77;MAISON ROUGE;FRANCE;48.558726, 3.149991;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
20348B;CONCIERGERIE DES 3 CLES AP;Relais poste commerçant;23 ESPLANADE DU BELVEDERE;CONCIERGERIE DES 3 CLES;;92130;92;ISSY LES MOULINEAUX;FRANCE;48.8226369, 2.2646977;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
51682A;ST OUEN L AUMONE CHENNEVIERES BP;Bureau de poste;CENTRE COMMERCIAL CHENNEVIERES;RUE DU PARC CHAUSSEE JULES CESAR;;95310;95;ST OUEN L AUMONE;FRANCE;49.036793, 2.111238;Géocodé au milieu d un îlot;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non
55805A;BAGNEUX CHATEAUBRIANT BP;Bureau de poste;32 AVENUE HENRI BARBUSSE;;;92220;92;BAGNEUX;FRANCE;48.801796, 2.316279;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
56224A;NANDY AP;Relais poste commerçant;23 RUE D ARQUEIL;LE BON ACCUEIL;;77176;77;NANDY;FRANCE;48.580247, 2.562343;Géocodé au numéro;160634958;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
65709A;CHATILLON MAISON BLANCHE BP;Bureau de poste;1 ALLEE BERNARD DE JUSSIEU;;;92320;92;CHATILLON;FRANCE;48.810295, 2.300477;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
67056A;ST FARGEAU PONTHIERRY AP;Relais poste commerçant;1 RUE ABEL REMUSAT;BAR DE M BRIMANT;;77310;77;ST FARGEAU PONTHIERRY;FRANCE;48.553898, 2.52709;Géocodé au numéro;164098421;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
70513A;BOULOGNE BILLANCOURT MESSINA AP;Relais poste commerçant;4 RUE LIOT;TABAC LIBRAIRIE MESSINA;;92100;92;BOULOGNE BILLANCOURT;FRANCE;48.832093, 2.240819;Géocodé au numéro;146216975;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
72726A;VIGNEUX ANATOLE FRANCE AP;Agence postale;3 PLACE ANATOLE FRANCE;MAIRIE QUARTIER ANATOLE FRANCE;;91270;91;VIGNEUX SUR SEINE;FRANCE;48.697497, 2.431398;Géocodé au numéro;169001600;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
80882A;OZOIR LA FERRIERE AP;Relais poste commerçant;9 AV DU GENERAL LECLERC;PRESSING DE LA SOURCE;;77330;77;OZOIR LA FERRIERE;FRANCE;48.763593, 2.672261;Géocodé au numéro;160027943;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
83644A;EVRY COEUR ESSONNE AP;Agence postale;407 SQUARE JACQUES PREVERT;;;91000;91;EVRY;FRANCE;48.633695, 2.430319;Géocodé au milieu de la rue;160918192;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14174A;PARIS MUSEE DU LOUVRE BP;Bureau de poste;PASSAGE DU GRAND LOUVRE;;;75001;75;PARIS;FRANCE;48.860793, 2.337477;Géocodé au numéro;3631;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Oui
14176A;PARIS CENTRE GEORGES POMPIDOU BP;Bureau de poste;19 RUE BEAUBOURG;;;75004;75;PARIS;FRANCE;48.860396, 2.352965;Géocodé au numéro;3631;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14179A;PARIS VAN LOO BP;Bureau de poste;155 AVENUE DE VERSAILLES;;;75016;75;PARIS;FRANCE;48.841494, 2.266646;Géocodé au numéro;3631;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14180A;PARIS TRISTAN TZARA BP;Bureau de poste;9 RUE TRISTAN TZARA;;;75018;75;PARIS;FRANCE;48.894797, 2.365229;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14185A;PARIS CROZATIER BP;Bureau de poste;31 RUE CROZATIER;;;75012;75;PARIS;FRANCE;48.846899, 2.381558;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
14189A;PARIS FRANCOIS BONVIN BP;Bureau de poste;8 RUE FRANCOIS BONVIN;;;75015;75;PARIS;FRANCE;48.845798, 2.305041;Géocodé au numéro;3631;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
14190A;PARIS PATAY BP;Bureau de poste;26 RUE DE PATAY;;;75013;75;PARIS;FRANCE;48.825196, 2.375346;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
14197A;PARIS DUHESME BP;Bureau de poste;97 RUE DUHESME;;;75018;75;PARIS;FRANCE;48.8949, 2.34477;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14218A;PARIS ROQUETTE BP;Bureau de poste;17 RUE DE LA ROQUETTE;;;75011;75;PARIS;FRANCE;48.854497, 2.371717;Géocodé au numéro;3631;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14223A;PARIS FORUM DES HALLES BP;Bureau de poste;1 RUE PIERRE LESCOT;;;75001;75;PARIS;FRANCE;48.860999, 2.347707;Géocodé au numéro;3631;Non;Oui;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
14225A;PARIS MOUFFETARD / FEUILLANTINES;Bureau de poste;10 RUE DE L EPEE DE BOIS;;;75005;75;PARIS;FRANCE;48.841595, 2.350699;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
14231A;PARIS POPINCOURT;Bureau de poste;21 RUE BREGUET;;;75011;75;PARIS;FRANCE;48.858198, 2.375288;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui
14237A;PARIS 17 WAGRAM;Bureau de poste;108 AVENUE DE WAGRAM;;;75017;75;PARIS;FRANCE;48.883391, 2.302115;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui
14238A;PARIS 18 MONTMARTRE;Bureau de poste;19 RUE DUC;;;75018;75;PARIS;FRANCE;48.892293, 2.341798;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
14239A;PARIS BUTTES CHAUMONT;Bureau de poste;2 RUE GOUBET;;;75019;75;PARIS;FRANCE;48.8844, 2.39023;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
14250A;PARIS VAUVENARGUES;Bureau de poste;204 RUE MARCADET;;;75018;75;PARIS;FRANCE;48.891691, 2.334779;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
14255A;PARIS JUSSIEU;Bureau de poste;30 B RUE DU CARDINAL LEMOINE;;;75005;75;PARIS;FRANCE;48.847697, 2.352648;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14259A;PARIS ILE DE LA CITE BP;Bureau de poste;1 BOULEVARD DU PALAIS;;;75004;75;PARIS;FRANCE;48.855292, 2.346099;Géocodé au numéro;3631;Non;Oui;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
14273A;PARIS GONCOURT;Bureau de poste;5 RUE DES GONCOURT;;;75011;75;PARIS;FRANCE;48.869299, 2.37219;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui
14275A;PARIS CONSERVATOIRE BP;Bureau de poste;2 RUE DU CONSERVATOIRE;;;75009;75;PARIS;FRANCE;48.872198, 2.346837;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14281A;PARIS BATIGNOLLES;Bureau de poste;9 RUE MARIOTTE;;;75017;75;PARIS;FRANCE;48.884195, 2.320866;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14283A;PARIS DAUMESNIL / TAHITI;Bureau de poste;168 B AVENUE DAUMESNIL;;;75012;75;PARIS;FRANCE;48.839892, 2.39382;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
